event_url,round,Rank,Lane,Athlete,Nation,Result,Notes
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,1,2,Favour Ofili,Nigeria,22.24,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,2,8,Dina Asher-Smith,Great Britain,22.28,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,3,7,Gina Mariam Bass-Bittaye,The Gambia,22.84,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,4,3,Maboundou Koné,Ivory Coast,22.87,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,5,5,Adaejah Hodge,British Virgin Islands,23.00,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,6,4,Ida Karstoft,Denmark,23.01,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,7,9,Yuting Li,China,23.31,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 6,8,6,Ana Azevedo,Brazil,23.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,1,8,Jacqueline Madogo,Canada,22.58,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,2,7,Adaejah Hodge,British Virgin Islands,22.94,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,3,6,Polyniki Emmanouilidou,Greece,22.99,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,4,4,Lorène Dorcas Bazolo,Portugal,23.08,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,5,5,Aimara Nazareno,Ecuador,23.35,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,6,2,Ana Azevedo,Brazil,23.44,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,7,3,Veronica Shanti Pereira,Singapore,23.45,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,1,4,Maboundou Koné,Ivory Coast,22.89,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,2,8,Boglárka Takács,Hungary,23.05,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,3,3,Li Yuting,China,23.24,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,4,5,Martyna Kotwiła,Poland,23.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,5,7,Anahí Suárez,Ecuador,23.54,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,6,6,Lorraine Martins,Brazil,23.82,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,,3,Dalia Kaddari,Italy,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,1,8,Olivia Fotopoulou,Cyprus,22.92,"Q, =SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,2,5,Krystsina Tsimanouskaya,Poland,23.01,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,3,7,Nicole Caicedo,Ecuador,23.04,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,4,4,Mia Gross,Australia,23.34,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,5,6,Cecilia Tamayo-Garza,Mexico,23.49,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,,2,Anna Bongiorni,Italy,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,,3,Ida Karstoft,Denmark,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 4,1,2,Torrie Lewis,Australia,23.08,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 4,2,3,Jaël Bestué,Spain,23.22,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 4,3,7,Imke Vervaet,Belgium,23.33,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 4,4,6,Léonie Pointet,Switzerland,23.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 4,5,4,Nora Lindahl,Sweden,23.51,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 4,6,5,Olga Safronova,Kazakhstan,23.70,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,1,7,Julien Alfred,Saint Lucia,21.98,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,2,6,Favour Ofili,Nigeria,22.05,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,3,8,McKenzie Long,United States,22.30,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,4,9,Bianca Williams,Great Britain,22.58,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,5,3,Maboundou Koné,Ivory Coast,22.65,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,6,5,Audrey Leduc,Canada,22.68,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,7,4,Gémima Joseph,France,22.69,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 1,8,2,Adaejah Hodge,British Virgin Islands,22.70,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,1,8,Gabrielle Thomas,United States,21.86,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,2,7,Dina Asher-Smith,Great Britain,22.31,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,3,5,Helene Parisot,France,22.55,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,4,4,Mujinga Kambundji,Switzerland,22.63,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,5,6,Niesha Burgher,Jamaica,22.64,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,6,9,Tasa Jiya,Netherlands,22.81 (.801),
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,7,3,Jacqueline Madogo,Canada,22.81 (.807),
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 2,8,2,Polyniki Emmanouilidou,Greece,23.18,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,1,7,Brittany Brown,United States,22.12,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,2,6,Daryll Neita,Great Britain,22.24,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,3,8,Jessika Gbai,Ivory Coast,22.36,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,4,5,Gina Mariam Bass-Bittaye,The Gambia,22.66,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,5,9,Lanae-Tava Thomas,Jamaica,22.77,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,6,4,Julia Henriksson,Sweden,22.88,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,7,3,Torrie Lewis,Australia,22.92,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Heat 3,8,2,Olivia Fotopoulou,Cyprus,22.98,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,,7,Gabrielle Thomas,United States,21.83,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,,8,Julien Alfred,Saint Lucia,22.08,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,,6,Brittany Brown,United States,22.20,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,4,4,Dina Asher-Smith,Great Britain,22.22,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,5,5,Daryll Neita,Great Britain,22.23,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,6,9,Favour Ofili,Nigeria,22.24,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,7,2,McKenzie Long,United States,22.42,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,Final,8,3,Jessika Gbai,Ivory Coast,22.70,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,1,6,Matthew Hudson-Smith,Great Britain,44.78,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,2,3,Christopher Bailey,United States,44.89,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,3,4,Håvard Bentdal Ingvaldsen,Norway,45.46,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,4,7,Chidi Okezie,Nigeria,45.52,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,5,2,Kentaro Sato,Japan,45.60,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,6,8,Oleksandr Pohorilko,Ukraine,45.71,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,7,5,Deandre Watkin,Jamaica,45.97,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,1,6,Michael Norman,United States,44.10,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,2,9,Jereem Richards,Trinidad and Tobago,44.31,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,3,2,Busang Kebinatshipi,Botswana,44.45,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,4,8,Ammar Ibrahim,Qatar,44.66,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,5,5,Sean Bailey,Jamaica,44.68,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,6,4,Attila Molnár,Hungary,45.24,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,7,7,Anthony Zambrano,Colombia,45.49,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,8,3,Michael Joseph,Saint Lucia,45.69,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,1,3,Muzala Samukonga,Zambia,44.56,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,2,2,Bayapo Ndori,Botswana,44.87,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,3,8,Luca Sito,Italy,44.99,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,4,5,Jean Paul Bredau,Germany,45.07,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,5,7,Dylan Borlée,Belgium,45.36,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,6,9,Yuki Joseph Nakajima,Japan,45.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,7,6,Lythe Pillay,South Africa,45.60,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,8,4,Matěj Krsek,Czech Republic,45.71,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,1,7,Quincy Hall,United States,44.28,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,2,5,Samuel Ogazi,Nigeria,44.50,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,3,6,Reece Holder,Australia,44.53,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,4,8,Jonathan Sacoor,Belgium,45.08,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,5,2,Alexander Ogando,Dominican Republic,45.11,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,6,3,Elián Larregina,Argentina,47.80,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,,4,Steven Gardiner,Bahamas,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,1,6,Kirani James,Grenada,44.78,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,2,8,Christopher Morales Williams,Canada,44.96,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,3,9,Aruna Darshana,Sri Lanka,44.99,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,4,4,Zakithi Nene,South Africa,45.01,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,5,7,Leungo Scotch,Botswana,45.28,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,6,3,Lionel Spitz,Switzerland,45.81,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,7,5,Lucas Carvalho,Brazil,45.85,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 5,8,2,Davide Re,Italy,46.74,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,1,5,Charlie Dobson,Great Britain,44.96,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,2,7,Alexander Doom,Belgium,45.01,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,3,3,Jevaughn Powell,Jamaica,45.12,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,4,9,João Coelho,Portugal,45.35,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,5,2,Cheikh Tidiane Diouf,Senegal,45.59,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,6,8,Fuga Sato,Japan,46.13,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,7,4,Gilles Biron,France,46.19,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 6,,6,Zablon Ekwam,Kenya,DNF,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,1,4,Elián Larregina,Argentina,45.36,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,2,8,Gilles Biron,France,45.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,3,3,Lucas Carvalho,Brazil,46.24,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,,7,Davide Re,Italy,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,,2,Jonathan Sacoor,Belgium,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,,6,Fuga Sato,Japan,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 1,,5,Deandre Watkin,Jamaica,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,1,5,Lythe Pillay,South Africa,45.40,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,2,7,Matěj Krsek,Czech Republic,45.53,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,3,3,Oleksandr Pohorilko,Ukraine,45.59,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,4,6,Michael Joseph,Saint Lucia,45.64,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,5,4,Chidi Okezie,Nigeria,45.92,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,,2,Yuki Joseph Nakajima,Japan,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 2,,8,Alexander Ogando,Dominican Republic,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,1,4,Zakithi Nene,South Africa,44.81,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,2,6,Leungo Scotch,Botswana,45.33,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,3,3,Attila Molnár,Hungary,45.45,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,4,5,Lionel Spitz,Switzerland,45.51,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,,8,Kentaro Sato,Japan,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 3,,7,Anthony Zambrano,Colombia,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,1,3,Ammar Ibrahim,Qatar,44.77,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,2,8,Cheikh Tidiane Diouf,Senegal,45.03,"q, =PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,3,6,Jean Paul Bredau,Germany,45.40,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,4,7,Dylan Borlée,Belgium,45.51,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,5,4,João Coelho,Portugal,45.64,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Heat 4,,5,Sean Bailey,Jamaica,DNF,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,1,5,Quincy Hall,United States,43.95,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,2,7,Jereem Richards,Trinidad and Tobago,44.33,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,3,4,Busang Kebinatshipi,Botswana,44.43,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,4,8,Charlie Dobson,Great Britain,44.48,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,5,3,Ammar Ibrahim,Qatar,44.63,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,6,2,Cheikh Tidiane Diouf,Senegal,44.94,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,7,9,Håvard Bentdal Ingvaldsen,Norway,45.60,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 1,8,6,Alexander Doom,Belgium,1:55.10,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,1,8,Kirani James,Grenada,43.78,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,2,5,Muzala Samukonga,Zambia,43.81,"Q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,3,6,Christopher Bailey,United States,44.31,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,4,7,Bayapo Ndori,Botswana,44.43,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,5,9,Luca Sito,Italy,45.01,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,6,2,Elián Larregina,Argentina,45.02,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,7,3,Lythe Pillay,South Africa,45.24,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 2,,4,Aruna Darshana,Sri Lanka,DQ,TR17.2.3
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,1,7,Matthew Hudson-Smith,Great Britain,44.07,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,2,6,Michael Norman,United States,44.26,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,3,5,Samuel Ogazi,Nigeria,44.41,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,4,9,Jevaughn Powell,Jamaica,44.91,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,5,4,Reece Holder,Australia,44.94,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,6,3,Zakithi Nene,South Africa,45.06,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,7,2,Leungo Scotch,Botswana,45.16,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Semifinal 3,8,8,Christopher Morales Williams,Canada,45.25,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,,8,Quincy Hall,United States,43.40,"PB,WL"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,,6,Matthew Hudson-Smith,Great Britain,43.44,"AR,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,,7,Muzala Samukonga,Zambia,43.74,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,4,9,Jereem Richards,Trinidad and Tobago,43.78,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,5,5,Kirani James,Grenada,43.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,6,2,Christopher Bailey,United States,44.58,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,7,3,Samuel Ogazi,Nigeria,44.73,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_400_metres,Final,8,4,Michael Norman,United States,45.62,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,1,3,Salwa Eid Naser,Bahrain,49.91,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,2,8,Stacey-Ann Williams,Jamaica,50.16,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,3,4,Andrea Miklós,Romania,50.54,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,4,2,Gabby Scott,Puerto Rico,50.74,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_400_metres,Heat 1,5,5,Kendall Ellis,United States,51.16,
